,epoch,batch,avg_loss,running_loss
0,0.0,1.0,0.13877029716968536,2.220324754714966
1,0.0,2.0,0.03554271534085274,2.7890082001686096
2,0.0,3.0,0.22124962508678436,6.329002201557159
3,0.0,4.0,0.5155540108680725,14.57786637544632
4,0.0,5.0,0.1688494235277176,17.2794571518898
5,0.0,6.0,0.03195800259709358,17.7907851934433
6,0.0,7.0,0.10479456186294556,19.467498183250427
7,0.0,8.0,0.35577335953712463,25.15987193584442
8,0.0,9.0,0.41925153136253357,31.86789643764496
9,0.0,10.0,0.1255524754524231,33.87673604488373
10,0.0,11.0,0.14238347113132477,36.154871582984924
11,0.0,12.0,0.15868718922138214,38.69386661052704
12,0.0,13.0,0.35008135437965393,44.2951682806015
13,0.0,14.0,0.375852108001709,50.308802008628845
14,0.0,15.0,1.2273892164230347,69.9470294713974
15,0.0,16.0,0.441521018743515,77.01136577129364
16,0.0,17.0,0.007975823245942593,77.13897894322872
17,0.0,18.0,0.20405401289463043,80.40384314954281
18,0.0,19.0,0.5021303296089172,88.43792842328548
19,0.0,20.0,0.33019304275512695,93.72101710736752
20,0.0,21.0,0.21809010207653046,97.210458740592
21,0.0,22.0,0.6128057241439819,107.01535032689571
22,0.0,23.0,0.3772485554218292,113.05132721364498
23,0.0,24.0,0.24192336201667786,116.92210100591183
24,0.0,25.0,0.16261419653892517,119.52392815053463
25,0.0,26.0,0.42962896823883057,126.39799164235592
26,0.0,27.0,0.3763088881969452,132.41893385350704
27,0.0,28.0,0.30107778310775757,137.23617838323116
28,0.0,29.0,0.20567823946475983,140.52703021466732
29,0.0,30.0,0.10742927342653275,142.24589858949184
30,0.0,31.0,0.24924273788928986,146.23378239572048
31,0.0,32.0,0.16559527814388275,148.8833068460226
32,0.0,33.0,0.27882182598114014,153.34445606172085
33,0.0,34.0,0.24228323996067047,157.22098790109158
34,0.0,35.0,0.16378694772720337,159.84157906472683
35,0.0,36.0,0.13528694212436676,162.0061701387167
36,0.0,37.0,0.5970832109451294,171.55950151383877
37,0.0,38.0,0.27639806270599365,175.98187051713467
38,0.0,39.0,0.213485449552536,179.39763770997524
39,0.0,40.0,0.12341668456792831,181.3723046630621
40,0.0,41.0,0.04268871992826462,182.05532418191433
41,0.0,42.0,0.2853192687034607,185.47915540635586
42,1.0,1.0,0.07971981167793274,1.2755169868469238
43,1.0,2.0,0.2203981727361679,4.80188775062561
44,1.0,3.0,0.2090320587158203,8.146400690078735
45,1.0,4.0,0.3826659619808197,14.26905608177185
46,1.0,5.0,0.1652957797050476,16.913788557052612
47,1.0,6.0,0.11157016456127167,18.69891119003296
48,1.0,7.0,0.31907692551612854,23.804141998291016
49,1.0,8.0,0.03374410420656204,24.34404766559601
50,1.0,9.0,0.39287564158439636,30.63005793094635
51,1.0,10.0,0.2096443474292755,33.98436748981476
52,1.0,11.0,0.03669208660721779,34.57144087553024
53,1.0,12.0,0.3504015803337097,40.1778661608696
54,1.0,13.0,0.12089594453573227,42.112201273441315
55,1.0,14.0,0.23878423869609833,45.93274909257889
56,1.0,15.0,0.27101024985313416,50.268913090229034
57,1.0,16.0,0.22578078508377075,53.88140565156937
58,1.0,17.0,1.2058868408203125,73.17559510469437
59,1.0,18.0,0.3272398114204407,78.41143208742142
60,1.0,19.0,0.08857978880405426,79.82870870828629
61,1.0,20.0,0.18707285821437836,82.82187443971634
62,1.0,21.0,0.2543460726737976,86.8914116024971
63,1.0,22.0,0.2447541356086731,90.80747777223587
64,1.0,23.0,0.2501453459262848,94.80980330705643
65,1.0,24.0,0.352766215801239,100.45406275987625
66,1.0,25.0,0.04633907973766327,101.19548803567886
67,1.0,26.0,0.11388898640871048,103.01771181821823
68,1.0,27.0,0.08279116451740265,104.34237045049667
69,1.0,28.0,0.05305878445506096,105.19131100177765
70,1.0,29.0,0.43901458382606506,112.21554434299469
71,1.0,30.0,0.20931269228458405,115.56454741954803
72,1.0,31.0,0.05489087849855423,116.4428014755249
73,1.0,32.0,0.030366750434041023,116.92866948246956
74,1.0,33.0,0.13927395641803741,119.15705278515816
75,1.0,34.0,0.01806878298521042,119.44615331292152
76,1.0,35.0,1.4557284116744995,142.73780789971352
77,1.0,36.0,0.017088469117879868,143.0112234055996
78,1.0,37.0,0.15610012412071228,145.508825391531
79,1.0,38.0,0.07641980051994324,146.73154219985008
80,1.0,39.0,0.23370742797851562,150.47086104750633
81,1.0,40.0,0.06328865140676498,151.48347947001457
82,1.0,41.0,0.9448912739753723,166.60173985362053
83,1.0,42.0,0.1589924544095993,168.50964930653572
84,2.0,1.0,0.09449711441993713,1.5119538307189941
85,2.0,2.0,0.004598845727741718,1.5855353623628616
86,2.0,3.0,0.029117558151483536,2.051416292786598
87,2.0,4.0,0.23685479164123535,5.841092959046364
88,2.0,5.0,0.7713680863380432,18.182982340455055
89,2.0,6.0,0.876774787902832,32.21137894690037
90,2.0,7.0,0.36546340584754944,38.05879344046116
91,2.0,8.0,0.993258535861969,53.95093001425266
92,2.0,9.0,0.4970276355743408,61.903372183442116
93,2.0,10.0,0.016802579164505005,62.172213450074196
94,2.0,11.0,0.1931360960006714,65.26239098608494
95,2.0,12.0,0.06464453041553497,66.2967034727335
96,2.0,13.0,0.3843013048171997,72.4455243498087
97,2.0,14.0,0.33573025465011597,77.81720842421055
98,2.0,15.0,0.13256989419460297,79.9383267313242
99,2.0,16.0,0.24730949103832245,83.89527858793736
100,2.0,17.0,0.12195955216884613,85.8466314226389
101,2.0,18.0,0.08023130148649216,87.13033224642277
102,2.0,19.0,0.19623127579689026,90.27003265917301
103,2.0,20.0,0.15786510705947876,92.79587437212467
104,2.0,21.0,0.2172284871339798,96.27153016626835
105,2.0,22.0,0.18028146028518677,99.15603353083134
106,2.0,23.0,0.47203296422958374,106.70856095850468
107,2.0,24.0,0.13826975226402283,108.92087699472904
108,2.0,25.0,0.1726951003074646,111.68399859964848
109,2.0,26.0,0.23668013513088226,115.47088076174259
110,2.0,27.0,0.2577859163284302,119.59545542299747
111,2.0,28.0,0.18427646160125732,122.54387880861759
112,2.0,29.0,0.13764283061027527,124.746164098382
113,2.0,30.0,0.43548059463500977,131.71385361254215
114,2.0,31.0,0.09246248006820679,133.19325329363346
115,2.0,32.0,0.3386044204235077,138.61092402040958
116,2.0,33.0,0.15085186064243317,141.02455379068851
117,2.0,34.0,0.05049387365579605,141.83245576918125
118,2.0,35.0,0.2535996735095978,145.89005054533482
119,2.0,36.0,0.1791367530822754,148.75623859465122
120,2.0,37.0,0.13543911278247833,150.92326439917088
121,2.0,38.0,0.15564438700675964,153.41357459127903
122,2.0,39.0,0.0410698801279068,154.07069267332554
123,2.0,40.0,0.29581624269485474,158.80375255644321
124,2.0,41.0,0.22661349177360535,162.4295684248209
125,2.0,42.0,0.10953295975923538,163.74396394193172
126,3.0,1.0,0.02007254585623741,0.3211607336997986
127,3.0,2.0,0.02531464211642742,0.7261950075626373
128,3.0,3.0,0.03852810710668564,1.3426447212696075
129,3.0,4.0,0.09875883162021637,2.9227860271930695
130,3.0,5.0,0.32839158177375793,8.177051335573196
131,3.0,6.0,0.14334101974964142,10.470507651567459
132,3.0,7.0,0.02498030848801136,10.87019258737564
133,3.0,8.0,0.23139646649360657,14.572536051273346
134,3.0,9.0,0.24465957283973694,18.487089216709137
135,3.0,10.0,0.0773557722568512,19.724781572818756
136,3.0,11.0,0.4088122844696045,26.265778124332428
137,3.0,12.0,0.8119655847549438,39.25722748041153
138,3.0,13.0,0.1208886057138443,41.19144517183304
139,3.0,14.0,0.11655359715223312,43.05630272626877
140,3.0,15.0,0.05796332284808159,43.983715891838074
141,3.0,16.0,0.1208324208855629,45.91703462600708
142,3.0,17.0,0.13587427139282227,48.091022968292236
143,3.0,18.0,0.020750582218170166,48.42303228378296
144,3.0,19.0,0.19359397888183594,51.520535945892334
145,3.0,20.0,0.911294162273407,66.10124254226685
146,3.0,21.0,0.18350262939929962,69.03728461265564
147,3.0,22.0,0.2639178931713104,73.2599709033966
148,3.0,23.0,0.11452195048332214,75.09232211112976
149,3.0,24.0,0.2080710530281067,78.42145895957947
150,3.0,25.0,0.2826833426952362,82.94439244270325
151,3.0,26.0,0.051155269145965576,83.7628767490387
152,3.0,27.0,0.10532301664352417,85.44804501533508
153,3.0,28.0,0.20028311014175415,88.65257477760315
154,3.0,29.0,0.20476481318473816,91.92881178855896
155,3.0,30.0,0.19018970429897308,94.97184705734253
156,3.0,31.0,0.11297260969877243,96.77940881252289
157,3.0,32.0,0.4592839777469635,104.1279524564743
158,3.0,33.0,0.3197024166584015,109.24319112300873
159,3.0,34.0,0.12043530493974686,111.17015600204468
160,3.0,35.0,0.05116814747452736,111.98884636163712
161,3.0,36.0,0.13273075222969055,114.11253839731216
162,3.0,37.0,0.16886501014232635,116.81437855958939
163,3.0,38.0,0.11835186928510666,118.70800846815109
164,3.0,39.0,0.11732186377048492,120.58515828847885
165,3.0,40.0,0.3796272873878479,126.65919488668442
166,3.0,41.0,0.6489472985267639,137.04235166311264
167,3.0,42.0,0.15772569179534912,138.93505996465683
168,4.0,1.0,0.013770749792456627,0.22033199667930603
